id,parentProductId,title,categories,description,quantity,price,active,status
612,612,Cumarinia odorata,"Cacti Seed List (A to Z),SEEDS  Cacti C,Cumarinia,CACTI SEED INDEX","<p>Cullmannia odorata. (<span>Syn: Neolloydia odorata). </span>USDA: 9b-11. Hardy to 30&deg; F. Full sun most locations, light shade in hot desert gardens. Clustering globose cactus, up to 1.5"" tall, up to 1.2"" in diameter. Little water summer, dry in winter. Needs good drainage. Origin: Mexico.</p>",,,instock,publish
612-variation-0,612,Cumarinia odorata,,"<p>Cullmannia odorata. (<span>Syn: Neolloydia odorata). </span>USDA: 9b-11. Hardy to 30&deg; F. Full sun most locations, light shade in hot desert gardens. Clustering globose cactus, up to 1.5"" tall, up to 1.2"" in diameter. Little water summer, dry in winter. Needs good drainage. Origin: Mexico.</p>",25 seeds,1.50,instock,publish
612-variation-1,612,Cumarinia odorata,,"<p>Cullmannia odorata. (<span>Syn: Neolloydia odorata). </span>USDA: 9b-11. Hardy to 30&deg; F. Full sun most locations, light shade in hot desert gardens. Clustering globose cactus, up to 1.5"" tall, up to 1.2"" in diameter. Little water summer, dry in winter. Needs good drainage. Origin: Mexico.</p>",100 seeds,4.0,instock,publish
612-variation-2,612,Cumarinia odorata,,"<p>Cullmannia odorata. (<span>Syn: Neolloydia odorata). </span>USDA: 9b-11. Hardy to 30&deg; F. Full sun most locations, light shade in hot desert gardens. Clustering globose cactus, up to 1.5"" tall, up to 1.2"" in diameter. Little water summer, dry in winter. Needs good drainage. Origin: Mexico.</p>",500 seeds,17.5,instock,publish
612-variation-3,612,Cumarinia odorata,,"<p>Cullmannia odorata. (<span>Syn: Neolloydia odorata). </span>USDA: 9b-11. Hardy to 30&deg; F. Full sun most locations, light shade in hot desert gardens. Clustering globose cactus, up to 1.5"" tall, up to 1.2"" in diameter. Little water summer, dry in winter. Needs good drainage. Origin: Mexico.</p>",1000 seeds,30,instock,publish
612-variation-4,612,Cumarinia odorata,,"<p>Cullmannia odorata. (<span>Syn: Neolloydia odorata). </span>USDA: 9b-11. Hardy to 30&deg; F. Full sun most locations, light shade in hot desert gardens. Clustering globose cactus, up to 1.5"" tall, up to 1.2"" in diameter. Little water summer, dry in winter. Needs good drainage. Origin: Mexico.</p>",5000 seeds,90.00,instock,publish
613,613,Echinocereus coccineus,"Cacti Seed List (A to Z),SEEDS  Cacti E,Echinocereus,CACTI SEED INDEX","<p>Echinocereus coccineus (Mexican claret cup). Clumping growth habit to 16"" tall. Often becomes a large colony. Orange red flowers. Origin:  Southwestern USA, Mexico. Seeds collected in West Texas. (syn: Echinocereus aggregatus, Echinocereus canyonensis, Echinocereus decumbens, Echinocereus matudae)</p>",,,instock,publish
613-variation-0,613,Echinocereus coccineus,,"<p>Echinocereus coccineus (Mexican claret cup). Clumping growth habit to 16"" tall. Often becomes a large colony. Orange red flowers. Origin:  Southwestern USA, Mexico. Seeds collected in West Texas. (syn: Echinocereus aggregatus, Echinocereus canyonensis, Echinocereus decumbens, Echinocereus matudae)</p>",25 seeds,1.50,instock,publish
613-variation-1,613,Echinocereus coccineus,,"<p>Echinocereus coccineus (Mexican claret cup). Clumping growth habit to 16"" tall. Often becomes a large colony. Orange red flowers. Origin:  Southwestern USA, Mexico. Seeds collected in West Texas. (syn: Echinocereus aggregatus, Echinocereus canyonensis, Echinocereus decumbens, Echinocereus matudae)</p>",100 seeds,3.50,instock,publish
613-variation-2,613,Echinocereus coccineus,,"<p>Echinocereus coccineus (Mexican claret cup). Clumping growth habit to 16"" tall. Often becomes a large colony. Orange red flowers. Origin:  Southwestern USA, Mexico. Seeds collected in West Texas. (syn: Echinocereus aggregatus, Echinocereus canyonensis, Echinocereus decumbens, Echinocereus matudae)</p>",500 seeds,12.50,instock,publish
613-variation-3,613,Echinocereus coccineus,,"<p>Echinocereus coccineus (Mexican claret cup). Clumping growth habit to 16"" tall. Often becomes a large colony. Orange red flowers. Origin:  Southwestern USA, Mexico. Seeds collected in West Texas. (syn: Echinocereus aggregatus, Echinocereus canyonensis, Echinocereus decumbens, Echinocereus matudae)</p>",1000 seeds,17.50,instock,publish
613-variation-4,613,Echinocereus coccineus,,"<p>Echinocereus coccineus (Mexican claret cup). Clumping growth habit to 16"" tall. Often becomes a large colony. Orange red flowers. Origin:  Southwestern USA, Mexico. Seeds collected in West Texas. (syn: Echinocereus aggregatus, Echinocereus canyonensis, Echinocereus decumbens, Echinocereus matudae)</p>",5000 seeds,60.00,instock,publish
614,614,Ferocactus covillei,"Cacti Seed List (A to Z),SEEDS  Cacti F,Ferocactus,CACTI SEED INDEX","<p>Ferocactus covillei. (Syn: Ferocactus emoryi) USDA 9b-11. Full sun, heat tolerant, needs little water. Hardy to 24&deg; F. Solitary barrel grows to 6' tall. Flower color varies from orange, red-orange, bright yellow. Origin: Baja Mexico.</p>",,,instock,publish
614-variation-0,614,Ferocactus covillei,,"<p>Ferocactus covillei. (Syn: Ferocactus emoryi) USDA 9b-11. Full sun, heat tolerant, needs little water. Hardy to 24&deg; F. Solitary barrel grows to 6' tall. Flower color varies from orange, red-orange, bright yellow. Origin: Baja Mexico.</p>",25 seeds,1.75,instock,publish
615,615,Ferocactus hystrix,"Cacti Seed List (A to Z),SEEDS  Cacti F,Ferocactus,CACTI SEED INDEX","<p>Ferocactus hystrix. (Syn: Ferocactus electracanthus, Echinocactus electracanthus) USDA 9b-11. Curved red spines, grey green body. Full sun to light shade, needs little water. Hardy to 25&deg;F. Origin: Mexico.</p>",,,instock,publish
615-variation-0,615,Ferocactus hystrix,,"<p>Ferocactus hystrix. (Syn: Ferocactus electracanthus, Echinocactus electracanthus) USDA 9b-11. Curved red spines, grey green body. Full sun to light shade, needs little water. Hardy to 25&deg;F. Origin: Mexico.</p>",25 seeds,1.50,instock,publish
615-variation-1,615,Ferocactus hystrix,,"<p>Ferocactus hystrix. (Syn: Ferocactus electracanthus, Echinocactus electracanthus) USDA 9b-11. Curved red spines, grey green body. Full sun to light shade, needs little water. Hardy to 25&deg;F. Origin: Mexico.</p>",100 seeds,3.50,instock,publish
615-variation-2,615,Ferocactus hystrix,,"<p>Ferocactus hystrix. (Syn: Ferocactus electracanthus, Echinocactus electracanthus) USDA 9b-11. Curved red spines, grey green body. Full sun to light shade, needs little water. Hardy to 25&deg;F. Origin: Mexico.</p>",500 seeds,13.50,instock,publish
615-variation-3,615,Ferocactus hystrix,,"<p>Ferocactus hystrix. (Syn: Ferocactus electracanthus, Echinocactus electracanthus) USDA 9b-11. Curved red spines, grey green body. Full sun to light shade, needs little water. Hardy to 25&deg;F. Origin: Mexico.</p>",1000 seeds,18.00,instock,publish
615-variation-4,615,Ferocactus hystrix,,"<p>Ferocactus hystrix. (Syn: Ferocactus electracanthus, Echinocactus electracanthus) USDA 9b-11. Curved red spines, grey green body. Full sun to light shade, needs little water. Hardy to 25&deg;F. Origin: Mexico.</p>",5000 seeds,60.00,instock,publish
616,616,Ferocactus latispinus,"Cacti Seed List (A to Z),SEEDS  Cacti F,Ferocactus,CACTI SEED INDEX","<p>Ferocactus latispinus. (Red spines / purple flowers ). Sunset: 11-13; USDA: 9b-11. Full sun to light shade, heat tolerant, needs little water. Hardy to 25&deg;F. Origin: Mexico.</p>",,,instock,publish
616-variation-0,616,Ferocactus latispinus,,"<p>Ferocactus latispinus. (Red spines / purple flowers ). Sunset: 11-13; USDA: 9b-11. Full sun to light shade, heat tolerant, needs little water. Hardy to 25&deg;F. Origin: Mexico.</p>",25 seeds,1.50,instock,publish
616-variation-1,616,Ferocactus latispinus,,"<p>Ferocactus latispinus. (Red spines / purple flowers ). Sunset: 11-13; USDA: 9b-11. Full sun to light shade, heat tolerant, needs little water. Hardy to 25&deg;F. Origin: Mexico.</p>",100 seeds,3.50,instock,publish
616-variation-2,616,Ferocactus latispinus,,"<p>Ferocactus latispinus. (Red spines / purple flowers ). Sunset: 11-13; USDA: 9b-11. Full sun to light shade, heat tolerant, needs little water. Hardy to 25&deg;F. Origin: Mexico.</p>",500 seeds,13.50,instock,publish
616-variation-3,616,Ferocactus latispinus,,"<p>Ferocactus latispinus. (Red spines / purple flowers ). Sunset: 11-13; USDA: 9b-11. Full sun to light shade, heat tolerant, needs little water. Hardy to 25&deg;F. Origin: Mexico.</p>",1000 seeds,22.00,instock,publish
617,617,Glandulicactus uncinatus,"Cacti Seed List (A to Z),SEEDS  Cacti G,Glandulicactus,CACTI SEED INDEX","<p>Glandulicactus uncinatus v. uncinatus. USDA: 9b-11. Light shade to full sun. Solitary cylindrical cactus, up to 8"" tall, 3"" in diameter. Diurnal, brownish red flowers, green fruits. Origin: Mexico, Southern Texas.</p>",,,outofstock,private
617-variation-0,617,Glandulicactus uncinatus,,"<p>Glandulicactus uncinatus v. uncinatus. USDA: 9b-11. Light shade to full sun. Solitary cylindrical cactus, up to 8"" tall, 3"" in diameter. Diurnal, brownish red flowers, green fruits. Origin: Mexico, Southern Texas.</p>",25 seeds,2,outofstock,private
618,618,Stenocereus dumortieri,"Cacti Seed List (A to Z),SEEDS  Cacti S,Stenocereus,CACTI SEED INDEX","<p>Stenocereus dumortieri. (Syn: Isolatocereus dumortieri). USDA: 10. Hardy to 23°F. Full sun. Heat tolerant. Little to moderate water. Fast growing, tree like cactus. Can reach 50' tall. White flowers. Origin: South-central Mexico.<br /><br /></p>",,,outofstock,private
618-variation-0,618,Stenocereus dumortieri,,"<p>Stenocereus dumortieri. (Syn: Isolatocereus dumortieri). USDA: 10. Hardy to 23°F. Full sun. Heat tolerant. Little to moderate water. Fast growing, tree like cactus. Can reach 50' tall. White flowers. Origin: South-central Mexico.<br /><br /></p>",25 seeds,1.75,outofstock,private
619,619,Opuntia violacea var. macrocentra,"Cacti Seed List (A to Z),SEEDS  Cacti O,Opuntia,CACTI SEED INDEX","<p>Opuntia violacea var. macrocentra (Texas santa rita) Sunset: 10-13, 18-21; USDA: 8b-11. Full sun. Heat tolerant. Little to no water. Hardy to 5&deg;F. Grows to 3' tall 6' spread. Origin: Texas, New Mexico, eastern Arizona, northern Mexico.</p>",,,instock,publish
619-variation-0,619,Opuntia violacea var. macrocentra,,"<p>Opuntia violacea var. macrocentra (Texas santa rita) Sunset: 10-13, 18-21; USDA: 8b-11. Full sun. Heat tolerant. Little to no water. Hardy to 5&deg;F. Grows to 3' tall 6' spread. Origin: Texas, New Mexico, eastern Arizona, northern Mexico.</p>",25 seeds,1.50,instock,publish
619-variation-1,619,Opuntia violacea var. macrocentra,,"<p>Opuntia violacea var. macrocentra (Texas santa rita) Sunset: 10-13, 18-21; USDA: 8b-11. Full sun. Heat tolerant. Little to no water. Hardy to 5&deg;F. Grows to 3' tall 6' spread. Origin: Texas, New Mexico, eastern Arizona, northern Mexico.</p>",100 seeds,3.50,instock,publish
619-variation-2,619,Opuntia violacea var. macrocentra,,"<p>Opuntia violacea var. macrocentra (Texas santa rita) Sunset: 10-13, 18-21; USDA: 8b-11. Full sun. Heat tolerant. Little to no water. Hardy to 5&deg;F. Grows to 3' tall 6' spread. Origin: Texas, New Mexico, eastern Arizona, northern Mexico.</p>",500 seeds,13.50,instock,publish
620,620,Ariocarpus kotschoubeyanus v. macdowellii,"Cacti Seed List (A to Z),SEEDS Cacti A,Ariocarpus,CACTI SEED INDEX","<p>Ariocarpus kotschoubeyanus v. macdowellii. USDA: 9-10. Hardy to 25&deg; F. Full sun to light shade, needs protection in hottest desert gardens. Solitary spineless, rosette shaped succulent 1"" to 4"" diameter. Little water summer, no water in winter. Magenta and white flowers. Origin: Mexico.</p>",,,outofstock,private
620-variation-0,620,Ariocarpus kotschoubeyanus v. macdowellii,,"<p>Ariocarpus kotschoubeyanus v. macdowellii. USDA: 9-10. Hardy to 25&deg; F. Full sun to light shade, needs protection in hottest desert gardens. Solitary spineless, rosette shaped succulent 1"" to 4"" diameter. Little water summer, no water in winter. Magenta and white flowers. Origin: Mexico.</p>",500 seeds,25.00,outofstock,private
620-variation-1,620,Ariocarpus kotschoubeyanus v. macdowellii,,"<p>Ariocarpus kotschoubeyanus v. macdowellii. USDA: 9-10. Hardy to 25&deg; F. Full sun to light shade, needs protection in hottest desert gardens. Solitary spineless, rosette shaped succulent 1"" to 4"" diameter. Little water summer, no water in winter. Magenta and white flowers. Origin: Mexico.</p>",1000 seeds,40.00,outofstock,private
620-variation-2,620,Ariocarpus kotschoubeyanus v. macdowellii,,"<p>Ariocarpus kotschoubeyanus v. macdowellii. USDA: 9-10. Hardy to 25&deg; F. Full sun to light shade, needs protection in hottest desert gardens. Solitary spineless, rosette shaped succulent 1"" to 4"" diameter. Little water summer, no water in winter. Magenta and white flowers. Origin: Mexico.</p>",5000 seeds,135.00,outofstock,private
621,621,Seeds Cheiridopsis denticulata,"Succulent Seeds A-Z,SEEDS Succulents C,Mesembryanthemum,Cheiridopsis Seeds,SUCCULENT SEED INDEX",<p>Cheiridopsis denticulata</p>,,,instock,publish
621-variation-0,621,Seeds Cheiridopsis denticulata,,<p>Cheiridopsis denticulata</p>,25 seeds,1.75,instock,publish
621-variation-1,621,Seeds Cheiridopsis denticulata,,<p>Cheiridopsis denticulata</p>,100 seeds,5.00,instock,publish
622,622,Opuntia engelmannii,"Cacti Seed List (A to Z),SEEDS  Cacti O,Opuntia,CACTI SEED INDEX","<p>Opuntia engelmannii (Engelman prickly pear). Sunset: 8,9, 12-24; USDA: 9-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg; F. Grows to 8' tall. Origin: Arizona, California.</p>",,,instock,publish
622-variation-0,622,Opuntia engelmannii,,"<p>Opuntia engelmannii (Engelman prickly pear). Sunset: 8,9, 12-24; USDA: 9-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg; F. Grows to 8' tall. Origin: Arizona, California.</p>",25 seeds,1.50,instock,publish
622-variation-1,622,Opuntia engelmannii,,"<p>Opuntia engelmannii (Engelman prickly pear). Sunset: 8,9, 12-24; USDA: 9-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg; F. Grows to 8' tall. Origin: Arizona, California.</p>",100 seeds,3.50,instock,publish
622-variation-2,622,Opuntia engelmannii,,"<p>Opuntia engelmannii (Engelman prickly pear). Sunset: 8,9, 12-24; USDA: 9-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg; F. Grows to 8' tall. Origin: Arizona, California.</p>",500 seeds,13.50,instock,publish
622-variation-3,622,Opuntia engelmannii,,"<p>Opuntia engelmannii (Engelman prickly pear). Sunset: 8,9, 12-24; USDA: 9-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg; F. Grows to 8' tall. Origin: Arizona, California.</p>",1000 seeds,20.00,instock,publish
622-variation-4,622,Opuntia engelmannii,,"<p>Opuntia engelmannii (Engelman prickly pear). Sunset: 8,9, 12-24; USDA: 9-10. Full sun. Heat tolerant. Little to no water. Hardy to 0&deg; F. Grows to 8' tall. Origin: Arizona, California.</p>",5000 seeds,70.00,instock,publish
623,623,Seeds Cirsium neomexicanum (New Mexico Thistle),"Wildflower Seeds C to D,WILDFLOWER SEED INDEX",<p>Cirsium neomexicanum (New Mexico Thistle)</p>,,,outofstock,private
623-variation-0,623,Seeds Cirsium neomexicanum (New Mexico Thistle),,<p>Cirsium neomexicanum (New Mexico Thistle)</p>,1 oz.,50.00,outofstock,private
624,624,Seeds Gilia longiflora (Pale blue trumpets),"Wildflower Seeds E to G,WILDFLOWER SEED INDEX",<p>Gilia longiflora (Pale blue trumpets)</p>,,,outofstock,private
624-variation-0,624,Seeds Gilia longiflora (Pale blue trumpets),,<p>Gilia longiflora (Pale blue trumpets)</p>,1 oz.,40.00,outofstock,private
625,625,Seeds Lotus rigidus (Desert Rockpea),"Wildflower Seeds L to M,WILDFLOWER SEED INDEX",<p>Lotus rigidus (Desert Rockpea)</p>,,,outofstock,private
625-variation-0,625,Seeds Lotus rigidus (Desert Rockpea),,<p>Lotus rigidus (Desert Rockpea)</p>,1 oz.,20.00,outofstock,private
628,628,Seeds Achnatherum lettermanii (Letterman needlegrass),"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Achnatherum lettermanii (Letterman needlegrass)</p>,,,instock,publish
628-variation-0,628,Seeds Achnatherum lettermanii (Letterman needlegrass),,<p>Achnatherum lettermanii (Letterman needlegrass)</p>,1/10 oz.,1.50,instock,publish
628-variation-1,628,Seeds Achnatherum lettermanii (Letterman needlegrass),,<p>Achnatherum lettermanii (Letterman needlegrass)</p>,1 oz.,12.00,instock,publish
628-variation-2,628,Seeds Achnatherum lettermanii (Letterman needlegrass),,<p>Achnatherum lettermanii (Letterman needlegrass)</p>,4 oz.,40.00,instock,publish
629,629,Seeds Aristida purpurea (Purple three-awn),"SEEDS  Native Grasses,SEEDS Ornamental Grasses,SEEDS All Grasses,GRASS SEED INDEX","<p>Aristida purpurea (Purple three-awn). Popular landscape ornamental.</p>
<p>Average Live Seed per Bulk Pound: 156,000</p>",,,outofstock,private
629-variation-0,629,Seeds Aristida purpurea (Purple three-awn),,"<p>Aristida purpurea (Purple three-awn). Popular landscape ornamental.</p>
<p>Average Live Seed per Bulk Pound: 156,000</p>",8 oz.,45.00,outofstock,private
629-variation-1,629,Seeds Aristida purpurea (Purple three-awn),,"<p>Aristida purpurea (Purple three-awn). Popular landscape ornamental.</p>
<p>Average Live Seed per Bulk Pound: 156,000</p>",1 lb,65.00,outofstock,private
630,630,Seeds Bothriochloa barbinodis (Cane beardgrass),"SEEDS  Native Grasses,SEEDS Ornamental Grasses,SEEDS All Grasses,GRASS SEED INDEX","<p>Bothriochloa barbinodis (Cane beardgrass) Drought tolerant upright and clump-forming grass. Blooms from May to October, with slender, silver inflorescences on slender stalks. A popular landscape ornamental</p>",,,outofstock,private
630-variation-0,630,Seeds Bothriochloa barbinodis (Cane beardgrass),,"<p>Bothriochloa barbinodis (Cane beardgrass) Drought tolerant upright and clump-forming grass. Blooms from May to October, with slender, silver inflorescences on slender stalks. A popular landscape ornamental</p>",4 oz.,30.00,outofstock,private
630-variation-1,630,Seeds Bothriochloa barbinodis (Cane beardgrass),,"<p>Bothriochloa barbinodis (Cane beardgrass) Drought tolerant upright and clump-forming grass. Blooms from May to October, with slender, silver inflorescences on slender stalks. A popular landscape ornamental</p>",8 oz.,45.00,outofstock,private
630-variation-2,630,Seeds Bothriochloa barbinodis (Cane beardgrass),,"<p>Bothriochloa barbinodis (Cane beardgrass) Drought tolerant upright and clump-forming grass. Blooms from May to October, with slender, silver inflorescences on slender stalks. A popular landscape ornamental</p>",1 lb.,65.00,outofstock,private
631,631,Seeds Bouteloua gracilis (ALMA),"SEEDS  Native Grasses,SEEDS Ornamental Grasses,SEEDS All Grasses,GRASS SEED INDEX","<p>Bouteloua gracilis (Blue grama / ALMA) Description: Warm season, clump forming, slow to establish, but a durable grass. Foliage is grey-green, narrow; Flowers June-Aug. Full sun; sandy loam soil; can grow in moderately acid, sandy or dry soils.</p>",,,outofstock,private
631-variation-0,631,Seeds Bouteloua gracilis (ALMA),,"<p>Bouteloua gracilis (Blue grama / ALMA) Description: Warm season, clump forming, slow to establish, but a durable grass. Foliage is grey-green, narrow; Flowers June-Aug. Full sun; sandy loam soil; can grow in moderately acid, sandy or dry soils.</p>",1 oz.,10.00,outofstock,private
631-variation-1,631,Seeds Bouteloua gracilis (ALMA),,"<p>Bouteloua gracilis (Blue grama / ALMA) Description: Warm season, clump forming, slow to establish, but a durable grass. Foliage is grey-green, narrow; Flowers June-Aug. Full sun; sandy loam soil; can grow in moderately acid, sandy or dry soils.</p>",4 oz.,25.00,outofstock,private
631-variation-2,631,Seeds Bouteloua gracilis (ALMA),,"<p>Bouteloua gracilis (Blue grama / ALMA) Description: Warm season, clump forming, slow to establish, but a durable grass. Foliage is grey-green, narrow; Flowers June-Aug. Full sun; sandy loam soil; can grow in moderately acid, sandy or dry soils.</p>",8 oz.,40.00,outofstock,private
631-variation-3,631,Seeds Bouteloua gracilis (ALMA),,"<p>Bouteloua gracilis (Blue grama / ALMA) Description: Warm season, clump forming, slow to establish, but a durable grass. Foliage is grey-green, narrow; Flowers June-Aug. Full sun; sandy loam soil; can grow in moderately acid, sandy or dry soils.</p>",1 lb.,65.00,outofstock,private
632,632,Seeds Deschampsia cespitosa (NORTRAN ),"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Deschampsia cespitosa</p>,,,instock,publish
632-variation-0,632,Seeds Deschampsia cespitosa (NORTRAN ),,<p>Deschampsia cespitosa</p>,1/10 oz.,1.50,instock,publish
632-variation-1,632,Seeds Deschampsia cespitosa (NORTRAN ),,<p>Deschampsia cespitosa</p>,1 oz.,6.00,instock,publish
632-variation-2,632,Seeds Deschampsia cespitosa (NORTRAN ),,<p>Deschampsia cespitosa</p>,4 oz.,15.00,instock,publish
632-variation-3,632,Seeds Deschampsia cespitosa (NORTRAN ),,<p>Deschampsia cespitosa</p>,8 oz.,25.00,instock,publish
632-variation-4,632,Seeds Deschampsia cespitosa (NORTRAN ),,<p>Deschampsia cespitosa</p>,1 lb.,40.00,instock,publish
633,633,Seeds Elymus elymoides (Bottlebrush squirreltail),"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Elymus elymoides (Bottlebrush squirreltail)</p>,,,instock,publish
633-variation-0,633,Seeds Elymus elymoides (Bottlebrush squirreltail),,<p>Elymus elymoides (Bottlebrush squirreltail)</p>,1/10 oz.,2.00,instock,publish
633-variation-1,633,Seeds Elymus elymoides (Bottlebrush squirreltail),,<p>Elymus elymoides (Bottlebrush squirreltail)</p>,1 oz.,8.00,instock,publish
633-variation-2,633,Seeds Elymus elymoides (Bottlebrush squirreltail),,<p>Elymus elymoides (Bottlebrush squirreltail)</p>,4 oz.,28.00,instock,publish
633-variation-3,633,Seeds Elymus elymoides (Bottlebrush squirreltail),,<p>Elymus elymoides (Bottlebrush squirreltail)</p>,8 lb.,45.00,instock,publish
633-variation-4,633,Seeds Elymus elymoides (Bottlebrush squirreltail),,<p>Elymus elymoides (Bottlebrush squirreltail)</p>,1 lb.,70.00,instock,publish
634,634,Seeds Eragrostis intermedia (Plains lovegrass),"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Eragrostis intermedia (Plains lovegrass)</p>,,,instock,publish
634-variation-0,634,Seeds Eragrostis intermedia (Plains lovegrass),,<p>Eragrostis intermedia (Plains lovegrass)</p>,8 oz.,85.00,instock,publish
634-variation-1,634,Seeds Eragrostis intermedia (Plains lovegrass),,<p>Eragrostis intermedia (Plains lovegrass)</p>,1 lb.,125.00,instock,publish
649,649,Seeds Pithecellobium mexicanum (Mexican Ebony),"TREE/SHRUB SEEDS (A to Z),TREE SEEDS (A to Z),Pithecellobium Seeds,TREE & SHRUB SEED INDEX","<p>Pithecellobium mexicanum (Mexican Ebony) Full sun, drought hardy, summer irrigation promotes quick growth. Hardy to 18 F. Compact tree grows to 20' tall, 15' wide or larger. Origin: Baja California, Sonora and Sinaloa.</p>",,,outofstock,private
649-variation-0,649,Seeds Pithecellobium mexicanum (Mexican Ebony),,"<p>Pithecellobium mexicanum (Mexican Ebony) Full sun, drought hardy, summer irrigation promotes quick growth. Hardy to 18 F. Compact tree grows to 20' tall, 15' wide or larger. Origin: Baja California, Sonora and Sinaloa.</p>",10 seeds,1.50,outofstock,private
636,636,Seeds Eragrostis lehmannniana (Lovegrass),"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Eragrostis lehmannniana (Lovegrass)</p>,,,instock,publish
636-variation-0,636,Seeds Eragrostis lehmannniana (Lovegrass),,<p>Eragrostis lehmannniana (Lovegrass)</p>,1/10 oz.,1.85,instock,publish
636-variation-1,636,Seeds Eragrostis lehmannniana (Lovegrass),,<p>Eragrostis lehmannniana (Lovegrass)</p>,1 oz.,6.00,instock,publish
636-variation-2,636,Seeds Eragrostis lehmannniana (Lovegrass),,<p>Eragrostis lehmannniana (Lovegrass)</p>,4 oz.,16.00,instock,publish
636-variation-3,636,Seeds Eragrostis lehmannniana (Lovegrass),,<p>Eragrostis lehmannniana (Lovegrass)</p>,8 oz.,22.00,instock,publish
636-variation-4,636,Seeds Eragrostis lehmannniana (Lovegrass),,<p>Eragrostis lehmannniana (Lovegrass)</p>,1 lb.,30.00,instock,publish
637,637,Seeds Festuca arizonica (Arizona fescue),"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Festuca arizonica (Arizona fescue)</p>,,,instock,publish
637-variation-0,637,Seeds Festuca arizonica (Arizona fescue),,<p>Festuca arizonica (Arizona fescue)</p>,1/10 oz.,2.00,instock,publish
637-variation-1,637,Seeds Festuca arizonica (Arizona fescue),,<p>Festuca arizonica (Arizona fescue)</p>,1 oz.,8.00,instock,publish
637-variation-2,637,Seeds Festuca arizonica (Arizona fescue),,<p>Festuca arizonica (Arizona fescue)</p>,4 oz.,25.00,instock,publish
637-variation-3,637,Seeds Festuca arizonica (Arizona fescue),,<p>Festuca arizonica (Arizona fescue)</p>,8 oz.,40.00,instock,publish
637-variation-4,637,Seeds Festuca arizonica (Arizona fescue),,<p>Festuca arizonica (Arizona fescue)</p>,1 lb.,60.00,instock,publish
638,638,Seeds Festuca ovina (Sheep fescue),"SEEDS  Native Grasses,SEEDS Ornamental Grasses,SEEDS All Grasses,GRASS SEED INDEX","<p>Festuca ovina (Sheep fescue). From Europe, introduced to the U.S.</p>",,,instock,publish
638-variation-0,638,Seeds Festuca ovina (Sheep fescue),,"<p>Festuca ovina (Sheep fescue). From Europe, introduced to the U.S.</p>",1/10 oz.,1.50,instock,publish
638-variation-1,638,Seeds Festuca ovina (Sheep fescue),,"<p>Festuca ovina (Sheep fescue). From Europe, introduced to the U.S.</p>",1 oz,6.00,instock,publish
638-variation-2,638,Seeds Festuca ovina (Sheep fescue),,"<p>Festuca ovina (Sheep fescue). From Europe, introduced to the U.S.</p>",4 oz,18.00,instock,publish
638-variation-3,638,Seeds Festuca ovina (Sheep fescue),,"<p>Festuca ovina (Sheep fescue). From Europe, introduced to the U.S.</p>",8 oz.,25.00,instock,publish
638-variation-4,638,Seeds Festuca ovina (Sheep fescue),,"<p>Festuca ovina (Sheep fescue). From Europe, introduced to the U.S.</p>",1 lb.,30.00,instock,publish
639,639,Seeds Koeleria macrantha (Prairie junegrass),"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Koeleria macrantha (Prairie junegrass)</p>,,,instock,publish
639-variation-0,639,Seeds Koeleria macrantha (Prairie junegrass),,<p>Koeleria macrantha (Prairie junegrass)</p>,1/10 oz.,2.00,instock,publish
639-variation-1,639,Seeds Koeleria macrantha (Prairie junegrass),,<p>Koeleria macrantha (Prairie junegrass)</p>,1 oz.,7.5,instock,publish
639-variation-2,639,Seeds Koeleria macrantha (Prairie junegrass),,<p>Koeleria macrantha (Prairie junegrass)</p>,4 oz.,24.00,instock,publish
639-variation-3,639,Seeds Koeleria macrantha (Prairie junegrass),,<p>Koeleria macrantha (Prairie junegrass)</p>,8 oz.,40.00,instock,publish
639-variation-4,639,Seeds Koeleria macrantha (Prairie junegrass),,<p>Koeleria macrantha (Prairie junegrass)</p>,1 lb.,70.00,instock,publish
640,640,Seeds Poa fendleriana (Muttongrass),"SEEDS  Native Grasses,SEEDS All Grasses,GRASS SEED INDEX",<p>Poa fendleriana (Muttongrass)</p>,,,instock,publish
640-variation-0,640,Seeds Poa fendleriana (Muttongrass),,<p>Poa fendleriana (Muttongrass)</p>,1 oz. ,12.00,instock,publish
640-variation-1,640,Seeds Poa fendleriana (Muttongrass),,<p>Poa fendleriana (Muttongrass)</p>,4 oz. ,35.00,instock,publish
640-variation-2,640,Seeds Poa fendleriana (Muttongrass),,<p>Poa fendleriana (Muttongrass)</p>,8 oz.,50.00,instock,publish
